Date,Day,Month,Year,Weekday,Q1,Q2,Q3,Q4,Total Sales,S1,S2,S3,S4,Total Revenue
2011-11-23,23,Nov,2011,Wednesday,800,2981,1059,1221,6061,2536.0,18899.54,5739.78,8705.73,35881.05
2011-11-24,24,Nov,2011,Thursday,4043,3560,3609,1556,12768,12816.31,22570.4,19560.78,11094.28,66041.77
2011-11-25,25,Nov,2011,Friday,1626,2586,5137,419,9768,5154.42,16395.24,27842.54,2987.47,52379.670000000006
2011-11-26,26,Nov,2011,Saturday,6068,318,1016,1108,8510,19235.56,2016.12,5506.72,7900.04,34658.44
2011-11-27,27,Nov,2011,Sunday,1695,3991,5861,1941,13488,5373.15,25302.94,31766.62,13839.33,76282.04
2011-11-28,28,Nov,2011,Monday,5078,1117,5877,642,12714,16097.26,7081.78,31853.34,4577.46,59609.840000000004
2011-11-29,29,Nov,2011,Tuesday,4860,2740,1815,707,10122,15406.2,17371.6,9837.3,5040.91,47656.01000000001
2011-11-30,30,Nov,2011,Wednesday,5697,2447,1748,524,10416,18059.49,15513.98,9474.16,3736.12,46783.75000000001
2011-01-12,12,Jan,2011,Wednesday,4718,3906,4908,689,14221,14956.06,24764.04,26601.36,4912.57,71234.03
2011-02-12,12,Feb,2011,Saturday,7495,991,5875,1253,15614,23759.15,6282.94,31842.5,8933.89,70818.48
2011-03-12,12,Mar,2011,Saturday,2179,1109,436,1228,4952,6907.43,7031.06,2363.12,8755.64,25057.25
2011-04-12,12,Apr,2011,Tuesday,1829,320,4745,1654,8548,5797.93,2028.8,25717.9,11793.02,45337.65000000001
2011-05-12,12,May,2011,Thursday,7840,1224,1456,838,11358,24852.8,7760.16,7891.52,5974.94,46479.42
2011-06-12,12,Jun,2011,Sunday,7416,2440,2323,622,12801,23508.72,15469.6,12590.66,4434.86,56003.84
2011-07-12,12,Jul,2011,Tuesday,4940,1710,2477,1397,10524,15659.8,10841.4,13425.34,9960.61,49887.149999999994
2011-08-12,12,Aug,2011,Friday,5349,1475,4706,1737,13267,16956.33,9351.5,25506.52,12384.81,64199.16
2011-09-12,12,Sep,2011,Monday,1671,824,2998,646,6139,5297.07,5224.16,16249.16,4605.98,31376.37
2011-10-12,12,Oct,2011,Wednesday,4856,2098,1825,1777,10556,15393.52,13301.32,9891.5,12670.01,51256.35
2011-11-12,12,Nov,2011,Saturday,3745,3029,4035,718,11527,11871.65,19203.86,21869.7,5119.34,58064.55
2011-12-12,12,Dec,2011,Monday,7639,2698,5939,1417,17693,24215.63,17105.32,32189.38,10103.21,83613.54000000001
2011-12-13,13,Dec,2011,Tuesday,1330,1080,5382,843,8635,4216.1,6847.2,29170.44,6010.59,46244.33
2011-12-14,14,Dec,2011,Wednesday,3301,2631,3956,1091,10979,10464.17,16680.54,21441.52,7778.83,56365.06
2011-12-15,15,Dec,2011,Thursday,7302,2015,3257,565,13139,23147.34,12775.1,17652.94,4028.45,57603.83
2011-12-16,16,Dec,2011,Friday,4047,3523,4391,1556,13517,12828.99,22335.82,23799.22,11094.28,70058.31
2011-12-17,17,Dec,2011,Saturday,3427,1016,4341,1488,10272,10863.59,6441.44,23528.22,10609.44,51442.69
2011-12-18,18,Dec,2011,Sunday,6587,2516,5399,1002,15504,20880.79,15951.44,29262.58,7144.26,73239.06999999999
2011-12-19,19,Dec,2011,Monday,4594,480,4663,387,10124,14562.98,3043.2,25273.46,2759.31,45638.95
2011-12-20,20,Dec,2011,Tuesday,1122,683,5996,1229,9030,3556.74,4330.22,32498.32,8762.77,49148.05
2011-12-21,21,Dec,2011,Wednesday,2199,1067,3832,1846,8944,6970.83,6764.78,20769.44,13161.98,47667.03
2011-12-22,22,Dec,2011,Thursday,1602,3549,2513,1963,9627,5078.34,22500.66,13620.46,13996.19,55195.65
2011-12-23,23,Dec,2011,Friday,467,1052,3673,1748,6940,1480.39,6669.68,19907.66,12463.24,40520.97
2011-12-24,24,Dec,2011,Saturday,7289,2475,5561,1259,16584,23106.13,15691.5,30140.62,8976.67,77914.92
2011-12-25,25,Dec,2011,Sunday,6624,2497,496,589,10206,20998.08,15830.98,2688.32,4199.57,43716.95
2011-12-26,26,Dec,2011,Monday,6261,3129,3817,439,13646,19847.37,19837.86,20688.14,3130.07,63503.439999999995
2011-12-27,27,Dec,2011,Tuesday,754,1373,4419,513,7059,2390.18,8704.82,23950.98,3657.69,38703.67
2011-12-28,28,Dec,2011,Wednesday,3961,1725,1046,1425,8157,12556.37,10936.5,5669.32,10160.25,39322.44
2011-12-29,29,Dec,2011,Thursday,4534,1081,4677,1229,11521,14372.78,6853.54,25349.34,8762.77,55338.43000000001
2011-12-30,30,Dec,2011,Friday,5799,2555,2348,1842,12544,18382.83,16198.7,12726.16,13133.46,60441.15
2012-01-01,1,Jan,2012,Sunday,4509,2807,4654,1532,13502,14293.53,17796.38,25224.68,10923.16,68237.75
2012-02-01,1,Feb,2012,Wednesday,4812,1085,5234,1706,12837,15254.04,6878.9,28368.28,12163.78,62665.0
2012-03-01,1,Mar,2012,Thursday,6273,3917,4132,1284,15606,19885.41,24833.78,22395.44,9154.92,76269.55
2012-04-01,1,Apr,2012,Sunday,3508,1432,3428,786,9154,11120.36,9078.88,18579.76,5604.18,44383.18
2012-05-01,1,May,2012,Tuesday,2904,2928,5457,1620,12909,9205.68,18563.52,29576.94,11550.6,68896.74
2012-06-01,1,Jun,2012,Friday,430,3180,2879,900,7389,1363.1,20161.2,15604.18,6417.0,43545.479999999996
2012-07-01,1,Jul,2012,Sunday,878,3222,4327,857,9284,2783.26,20427.48,23452.34,6110.41,52773.490000000005
2012-08-01,1,Aug,2012,Wednesday,4280,3179,5966,836,14261,13567.6,20154.86,32335.72,5960.68,72018.85999999999
2012-09-01,1,Sep,2012,Saturday,6105,1528,569,387,8589,19352.85,9687.52,3083.98,2759.31,34883.659999999996
2012-10-01,1,Oct,2012,Monday,7898,1995,4424,1270,15587,25036.66,12648.3,23978.08,9055.1,70718.14
2012-11-01,1,Nov,2012,Thursday,7028,2044,1789,1689,12550,22278.76,12958.96,9696.38,12042.57,56976.67
2012-12-01,1,Dec,2012,Saturday,7482,1572,1647,1483,12184,23717.94,9966.48,8926.74,10573.79,53184.95
2012-01-13,13,Jan,2012,Friday,5751,2376,282,1669,10078,18230.67,15063.84,1528.44,11899.97,46722.92
2012-01-14,14,Jan,2012,Saturday,4345,534,3409,1738,10026,13773.65,3385.56,18476.78,12391.94,48027.93
2012-01-15,15,Jan,2012,Sunday,3301,2169,1336,1104,7910,10464.17,13751.46,7241.12,7871.52,39328.27
2012-01-16,16,Jan,2012,Monday,2341,3573,2447,1309,9670,7420.97,22652.82,13262.74,9333.17,52669.7
2012-01-17,17,Jan,2012,Tuesday,3725,1870,1253,645,7493,11808.25,11855.8,6791.26,4598.85,35054.159999999996
2012-01-18,18,Jan,2012,Wednesday,3256,2761,1634,1936,9587,10321.52,17504.74,8856.28,13803.68,50486.22
2012-01-19,19,Jan,2012,Thursday,7583,1825,1555,637,11600,24038.11,11570.5,8428.1,4541.81,48578.52
2012-01-20,20,Jan,2012,Friday,7990,376,1367,1526,11259,25328.3,2383.84,7409.14,10880.38,46001.659999999996
2012-01-21,21,Jan,2012,Saturday,1930,3066,609,1024,6629,6118.1,19438.44,3300.78,7301.12,36158.44
2012-01-22,22,Jan,2012,Sunday,3659,496,2667,907,7729,11599.03,3144.64,14455.14,6466.91,35665.72
2012-01-23,23,Jan,2012,Monday,759,3005,4562,1796,10122,2406.03,19051.7,24726.04,12805.48,58989.25
2012-01-24,24,Jan,2012,Tuesday,5918,2006,844,1289,10057,18760.06,12718.04,4574.48,9190.57,45243.15
2012-01-25,25,Jan,2012,Wednesday,5315,3982,3185,934,13416,16848.55,25245.88,17262.7,6659.42,66016.55
2012-01-26,26,Jan,2012,Thursday,5413,847,5145,1907,13312,17159.21,5369.98,27885.9,13596.91,64012.0
2012-01-27,27,Jan,2012,Friday,7335,261,4152,627,12375,23251.95,1654.74,22503.84,4470.51,51881.04
2012-01-28,28,Jan,2012,Saturday,5146,3705,3047,1045,12943,16312.82,23489.7,16514.74,7450.85,63768.11000000001
2012-01-29,29,Jan,2012,Sunday,5013,3898,1192,1767,11870,15891.21,24713.32,6460.64,12598.71,59663.88
2012-01-30,30,Jan,2012,Monday,6471,418,3210,1540,11639,20513.07,2650.12,17398.2,10980.2,51541.59
2012-01-31,31,Jan,2012,Tuesday,3942,1039,530,703,6214,12496.14,6587.26,2872.6,5012.39,26968.39
2012-01-02,2,Jan,2012,Monday,5065,3279,1159,1033,10536,16056.05,20788.86,6281.78,7365.29,50491.98
2012-02-02,2,Feb,2012,Thursday,1013,631,3264,1947,6855,3211.21,4000.54,17690.88,13882.11,38784.740000000005
2012-03-02,2,Mar,2012,Friday,1604,1983,5489,633,9709,5084.68,12572.22,29750.38,4513.29,51920.57
2012-04-02,2,Apr,2012,Monday,5641,3932,1947,1787,13307,17881.97,24928.88,10552.74,12741.31,66104.90000000001
2012-05-02,2,May,2012,Wednesday,5329,3745,3944,1140,14158,16892.93,23743.3,21376.48,8128.2,70140.90999999999
2012-06-02,2,Jun,2012,Saturday,2786,633,4220,388,8027,8831.62,4013.22,22872.4,2766.44,38483.68000000001
2012-07-02,2,Jul,2012,Monday,4781,3666,3837,1012,13296,15155.77,23242.44,20796.54,7215.56,66410.31
2012-08-02,2,Aug,2012,Thursday,3893,1936,3717,416,9962,12340.81,12274.24,20146.14,2966.08,47727.270000000004
2012-09-02,2,Sep,2012,Sunday,1686,2278,2249,779,6992,5344.62,14442.52,12189.58,5554.27,37530.990000000005
2012-10-02,2,Oct,2012,Tuesday,4362,2120,5186,1334,13002,13827.54,13440.8,28108.12,9511.42,64887.88
2012-11-02,2,Nov,2012,Friday,4885,1817,1706,1555,9963,15485.45,11519.78,9246.52,11087.15,47338.9
2012-12-02,2,Dec,2012,Sunday,345,3131,2651,972,7099,1093.65,19850.54,14368.42,6930.36,42242.97
2012-02-13,13,Feb,2012,Monday,2820,3625,2549,1754,10748,8939.4,22982.5,13815.58,12506.02,58243.5
2012-02-14,14,Feb,2012,Tuesday,6049,3477,5272,347,15145,19175.33,22044.18,28574.24,2474.11,72267.86
2012-02-15,15,Feb,2012,Wednesday,6985,1214,5688,1457,15344,22142.45,7696.76,30828.96,10388.41,71056.58
2012-02-16,16,Feb,2012,Thursday,2272,1243,3982,960,8457,7202.24,7880.62,21582.44,6844.8,43510.100000000006
2012-02-17,17,Feb,2012,Friday,2917,255,1132,1168,5472,9246.89,1616.7,6135.44,8327.84,25326.87
2012-02-18,18,Feb,2012,Saturday,6943,3549,1332,1676,13500,22009.31,22500.66,7219.44,11949.88,63679.29
2012-02-19,19,Feb,2012,Sunday,4423,875,4463,865,10626,14020.91,5547.5,24189.46,6167.45,49925.31999999999
2012-02-20,20,Feb,2012,Monday,6282,2035,3455,899,12671,19913.94,12901.9,18726.1,6409.87,57951.81
2012-02-21,21,Feb,2012,Tuesday,7583,1469,2906,1052,13010,24038.11,9313.46,15750.52,7500.76,56602.85
2012-02-22,22,Feb,2012,Wednesday,3270,3705,3767,347,11089,10365.9,23489.7,20417.14,2474.11,56746.85
2012-02-23,23,Feb,2012,Thursday,3683,2282,2008,525,8498,11675.11,14467.88,10883.36,3743.25,40769.6
2012-02-24,24,Feb,2012,Friday,6552,1457,4075,1534,13618,20769.84,9237.38,22086.5,10937.42,63031.14
2012-02-25,25,Feb,2012,Saturday,3332,1890,5676,707,11605,10562.44,11982.6,30763.92,5040.91,58349.869999999995
2012-02-26,26,Feb,2012,Sunday,4038,3603,4442,894,12977,12800.46,22843.02,24075.64,6374.22,66093.34
2012-02-27,27,Feb,2012,Monday,2024,3068,4981,574,10647,6416.08,19451.12,26997.02,4092.62,56956.840000000004
2012-01-03,3,Jan,2012,Tuesday,2977,776,3731,1669,9153,9437.09,4919.84,20222.02,11899.97,46478.92
2012-02-03,3,Feb,2012,Friday,3533,1482,2222,1790,9027,11199.61,9395.88,12043.24,12762.7,45401.42999999999
2012-03-03,3,Mar,2012,Saturday,5747,1032,2250,573,9602,18217.99,6542.88,12195.0,4085.49,41041.36
2012-04-03,3,Apr,2012,Tuesday,2975,1274,464,1975,6688,9430.75,8077.16,2514.88,14081.75,34104.54
2012-05-03,3,May,2012,Thursday,395,3115,5727,265,9502,1252.15,19749.1,31040.34,1889.45,53931.03999999999
2012-06-03,3,Jun,2012,Sunday,1594,2990,2279,547,7410,5052.98,18956.6,12352.18,3900.11,40261.869999999995
2012-07-03,3,Jul,2012,Tuesday,3579,1137,4177,1427,10320,11345.43,7208.58,22639.34,10174.51,51367.86000000001
2012-08-03,3,Aug,2012,Friday,3397,3225,5508,664,12794,10768.49,20446.5,29853.36,4734.32,65802.67
2012-09-03,3,Sep,2012,Monday,5626,2880,3786,1768,14060,17834.42,18259.2,20520.12,12605.84,69219.57999999999
2012-10-03,3,Oct,2012,Wednesday,792,2742,5158,1505,10197,2510.64,17384.28,27956.36,10730.65,58581.93
2012-11-03,3,Nov,2012,Saturday,2141,464,265,870,3740,6786.97,2941.76,1436.3,6203.1,17368.129999999997
2012-12-03,3,Dec,2012,Monday,392,2659,5805,1491,10347,1242.64,16858.06,31463.1,10630.83,60194.630000000005
2012-03-13,13,Mar,2012,Tuesday,3363,729,4498,1166,9756,10660.71,4621.86,24379.16,8313.58,47975.31
2012-03-14,14,Mar,2012,Wednesday,2636,3032,1502,1141,8311,8356.12,19222.88,8140.84,8135.33,43855.17
2012-03-15,15,Mar,2012,Thursday,2861,2512,429,320,6122,9069.37,15926.08,2325.18,2281.6,29602.23
2012-03-16,16,Mar,2012,Friday,3939,748,1100,728,6515,12486.63,4742.32,5962.0,5190.64,28381.589999999997
2012-03-17,17,Mar,2012,Saturday,3863,1259,5300,960,11382,12245.71,7982.06,28726.0,6844.8,55798.57000000001
2012-03-18,18,Mar,2012,Sunday,3565,3746,4954,2000,14265,11301.05,23749.64,26850.68,14260.0,76161.37
2012-03-19,19,Mar,2012,Monday,5964,305,1441,1729,9439,18905.88,1933.7,7810.22,12327.77,40977.57000000001
2012-03-20,20,Mar,2012,Tuesday,394,2889,784,1639,5706,1248.98,18316.26,4249.28,11686.07,35500.59
2012-03-21,21,Mar,2012,Wednesday,1321,3008,2360,1418,8107,4187.57,19070.72,12791.2,10110.34,46159.83
2012-03-22,22,Mar,2012,Thursday,4471,612,5155,1260,11498,14173.07,3880.08,27940.1,8983.8,54977.05
2012-03-23,23,Mar,2012,Friday,5930,3602,3659,1548,14739,18798.1,22836.68,19831.78,11037.24,72503.8
2012-03-24,24,Mar,2012,Saturday,1830,3371,652,1265,7118,5801.1,21372.14,3533.84,9019.45,39726.53
2012-03-25,25,Mar,2012,Sunday,6674,2420,872,766,10732,21156.58,15342.8,4726.24,5461.58,46687.200000000004
2012-03-26,26,Mar,2012,Monday,4214,3501,3964,1145,12824,13358.38,22196.34,21484.88,8163.85,65203.450000000004
2012-03-27,27,Mar,2012,Tuesday,431,1943,5869,1915,10158,1366.27,12318.62,31809.98,13653.95,59148.82000000001
2012-03-28,28,Mar,2012,Wednesday,2337,982,1970,964,6253,7408.29,6225.88,10677.4,6873.32,31184.89
2012-03-29,29,Mar,2012,Thursday,4712,3810,4462,877,13861,14937.04,24155.4,24184.04,6253.01,69529.49
2012-03-30,30,Mar,2012,Friday,2055,3870,5968,251,12144,6514.35,24535.8,32346.56,1789.63,65186.340000000004
2012-03-31,31,Mar,2012,Saturday,5314,1435,3269,1220,11238,16845.38,9097.9,17717.98,8698.6,52359.85999999999
2012-01-04,4,Jan,2012,Wednesday,1434,1002,5702,439,8577,4545.78,6352.68,30904.84,3130.07,44933.37
2012-02-04,4,Feb,2012,Saturday,6486,829,4413,1196,12924,20560.62,5255.86,23918.46,8527.48,58262.42
2012-03-04,4,Mar,2012,Sunday,4554,2235,5375,1660,13824,14436.18,14169.9,29132.5,11835.8,69574.38
2012-04-04,4,Apr,2012,Wednesday,7170,796,3843,1109,12918,22728.9,5046.64,20829.06,7907.17,56511.770000000004
2012-05-04,4,May,2012,Friday,5183,2233,2631,376,10423,16430.11,14157.22,14260.02,2680.88,47528.23
2012-06-04,4,Jun,2012,Monday,5010,917,4451,1713,12091,15881.7,5813.78,24124.42,12213.69,58033.59
2012-07-04,4,Jul,2012,Wednesday,6583,2757,1199,1801,12340,20868.11,17479.38,6498.58,12841.13,57687.200000000004
2012-08-04,4,Aug,2012,Saturday,6574,1103,4475,1465,13617,20839.58,6993.02,24254.5,10445.45,62532.55
2012-09-04,4,Sep,2012,Tuesday,7514,1288,1313,288,10403,23819.38,8165.92,7116.46,2053.44,41155.200000000004
2012-10-04,4,Oct,2012,Thursday,5208,2196,4442,1505,13351,16509.36,13922.64,24075.64,10730.65,65238.29
2012-11-04,4,Nov,2012,Sunday,981,3014,575,1358,5928,3109.77,19108.76,3116.5,9682.54,35017.57
2012-12-04,4,Dec,2012,Tuesday,1307,1364,3149,1261,7081,4143.19,8647.76,17067.58,8990.93,38849.46000000001
2012-04-13,13,Apr,2012,Friday,5955,1328,1169,1109,9561,18877.35,8419.52,6335.98,7907.17,41540.02
2012-04-14,14,Apr,2012,Saturday,5024,3803,409,851,10087,15926.08,24111.02,2216.78,6067.63,48321.509999999995
2012-04-15,15,Apr,2012,Sunday,1966,1469,5632,1152,10219,6232.22,9313.46,30525.44,8213.76,54284.88
2012-04-16,16,Apr,2012,Monday,7538,2518,2017,1175,13248,23895.46,15964.12,10932.14,8377.75,59169.47
2012-04-17,17,Apr,2012,Tuesday,7189,1385,3309,320,12203,22789.13,8780.9,17934.78,2281.6,51786.409999999996
2012-04-18,18,Apr,2012,Wednesday,6854,1159,5474,532,14019,21727.18,7348.06,29669.08,3793.16,62537.48000000001
2012-04-19,19,Apr,2012,Thursday,7421,2459,5607,1045,16532,23524.57,15590.06,30389.94,7450.85,76955.42
2012-04-20,20,Apr,2012,Friday,2008,3492,4775,1318,11593,6365.36,22139.28,25880.5,9397.34,63782.479999999996
2012-04-21,21,Apr,2012,Saturday,3914,2615,5922,737,13188,12407.38,16579.1,32097.24,5254.81,66338.53
2012-04-22,22,Apr,2012,Sunday,1339,1947,3441,426,7153,4244.63,12343.98,18650.22,3037.38,38276.21
2012-04-23,23,Apr,2012,Monday,2978,1909,4227,541,9655,9440.26,12103.06,22910.34,3857.33,48310.990000000005
2012-04-24,24,Apr,2012,Tuesday,3678,2961,2331,900,9870,11659.26,18772.74,12634.02,6417.0,49483.020000000004
2012-04-25,25,Apr,2012,Wednesday,6854,3455,5228,536,16073,21727.18,21904.7,28335.76,3821.68,75789.31999999999
2012-04-26,26,Apr,2012,Thursday,4897,3087,1736,455,10175,15523.49,19571.58,9409.12,3244.15,47748.340000000004
2012-04-27,27,Apr,2012,Friday,6596,793,5048,661,13098,20909.32,5027.62,27360.16,4712.93,58010.03
2012-04-28,28,Apr,2012,Saturday,699,1322,3173,1783,6977,2215.83,8381.48,17197.66,12712.79,40507.76
2012-04-29,29,Apr,2012,Sunday,5429,1076,2683,1737,10925,17209.93,6821.84,14541.86,12384.81,50958.44
2012-04-30,30,Apr,2012,Monday,5322,2324,1362,1268,10276,16870.74,14734.16,7382.04,9040.84,48027.78
2012-01-05,5,Jan,2012,Thursday,3994,2319,2623,1189,10125,12660.98,14702.46,14216.66,8477.57,50057.67
2012-02-05,5,Feb,2012,Sunday,6741,2102,4125,369,13337,21368.97,13326.68,22357.5,2630.97,59684.12
2012-03-05,5,Mar,2012,Monday,1425,3500,2509,1193,8627,4517.25,22190.0,13598.78,8506.09,48812.119999999995
2012-04-05,5,Apr,2012,Thursday,5652,1960,5480,1127,14219,17916.84,12426.4,29701.6,8035.51,68080.34999999999
2012-05-05,5,May,2012,Saturday,1987,2449,3961,1350,9747,6298.79,15526.66,21468.62,9625.5,52919.57
2012-06-05,5,Jun,2012,Tuesday,2685,1973,3507,1632,9797,8511.45,12508.82,19007.94,11636.16,51664.369999999995
2012-07-05,5,Jul,2012,Thursday,492,3298,3895,782,8467,1559.64,20909.32,21110.9,5575.66,49155.520000000004
2012-08-05,5,Aug,2012,Sunday,4226,2563,3636,1041,11466,13396.42,16249.42,19707.12,7422.33,56775.29
2012-09-05,5,Sep,2012,Wednesday,2201,2312,3120,1182,8815,6977.17,14658.08,16910.4,8427.66,46973.31
2012-10-05,5,Oct,2012,Friday,3901,557,4564,613,9635,12366.17,3531.38,24736.88,4370.69,45005.12
2012-11-05,5,Nov,2012,Monday,1582,3386,5422,1685,12075,5014.94,21467.24,29387.24,12014.05,67883.47
2012-12-05,5,Dec,2012,Wednesday,7208,2927,4800,1717,16652,22849.36,18557.18,26016.0,12242.21,79664.75
2012-05-13,13,May,2012,Sunday,2996,1782,1642,1729,8149,9497.32,11297.88,8899.64,12327.77,42022.61
2012-05-14,14,May,2012,Monday,7050,3285,5807,601,16743,22348.5,20826.9,31473.94,4285.13,78934.47
2012-05-15,15,May,2012,Tuesday,7272,1982,5260,1269,15783,23052.24,12565.88,28509.2,9047.97,73175.29000000001
2012-05-16,16,May,2012,Wednesday,5094,1588,4648,1176,12506,16147.98,10067.92,25192.16,8384.88,59792.939999999995
2012-05-17,17,May,2012,Thursday,3665,3274,1525,531,8995,11618.05,20757.16,8265.5,3786.03,44426.74
2012-05-18,18,May,2012,Friday,5377,3018,4728,681,13804,17045.09,19134.12,25625.76,4855.53,66660.5
2012-05-19,19,May,2012,Saturday,1468,1684,5096,1431,9679,4653.56,10676.56,27620.32,10203.03,53153.47
2012-05-20,20,May,2012,Sunday,1226,847,2535,572,5180,3886.42,5369.98,13739.7,4078.36,27074.46
2012-05-21,21,May,2012,Monday,3211,442,582,1390,5625,10178.87,2802.28,3154.44,9910.7,26046.29
2012-05-22,22,May,2012,Tuesday,556,766,4125,1277,6724,1762.52,4856.44,22357.5,9105.01,38081.47
2012-05-23,23,May,2012,Wednesday,1612,2455,1828,767,6662,5110.04,15564.7,9907.76,5468.71,36051.21
2012-05-24,24,May,2012,Thursday,1846,2420,1708,1897,7871,5851.82,15342.8,9257.36,13525.61,43977.59
2012-05-25,25,May,2012,Friday,7339,1075,3247,1289,12950,23264.63,6815.5,17598.74,9190.57,56869.44
2012-05-26,26,May,2012,Saturday,7500,3407,4137,1291,16335,23775.0,21600.38,22422.54,9204.83,77002.75000000001
2012-05-27,27,May,2012,Sunday,1401,1609,1961,1897,6868,4441.17,10201.06,10628.62,13525.61,38796.46
2012-05-28,28,May,2012,Monday,1693,1023,2058,1163,5937,5366.81,6485.82,11154.36,8292.19,31299.18
2012-05-29,29,May,2012,Tuesday,5097,795,3543,933,10368,16157.49,5040.3,19203.06,6652.29,47053.14000000001
2012-05-30,30,May,2012,Wednesday,1117,2963,3241,875,8196,3540.89,18785.42,17566.22,6238.75,46131.28
2012-05-31,31,May,2012,Thursday,1128,1348,3487,1019,6982,3575.76,8546.32,18899.54,7265.47,38287.090000000004
2012-01-06,6,Jan,2012,Friday,7106,1403,1311,918,10738,22526.02,8895.02,7105.62,6545.34,45072.0
2012-02-06,6,Feb,2012,Monday,4765,2123,4776,1349,13013,15105.05,13459.82,25885.92,9618.37,64069.159999999996
2012-03-06,6,Mar,2012,Tuesday,353,2554,1631,1960,6498,1119.01,16192.36,8840.02,13974.8,40126.19
2012-04-06,6,Apr,2012,Friday,6214,2995,3631,914,13754,19698.38,18988.3,19680.02,6516.82,64883.52
2012-05-06,6,May,2012,Sunday,7501,3407,2539,505,13952,23778.17,21600.38,13761.38,3600.65,62740.58
2012-06-06,6,Jun,2012,Wednesday,1120,2725,5461,993,10299,3550.4,17276.5,29598.62,7080.09,57505.61
2012-07-06,6,Jul,2012,Friday,7033,1509,4612,770,13924,22294.61,9567.06,24997.04,5490.1,62348.81
2012-08-06,6,Aug,2012,Monday,7198,3135,2945,955,14233,22817.66,19875.9,15961.9,6809.15,65464.61
2012-09-06,6,Sep,2012,Thursday,2130,1707,3999,1568,9404,6752.1,10822.38,21674.58,11179.84,50428.899999999994
2012-10-06,6,Oct,2012,Saturday,2481,666,4280,456,7883,7864.77,4222.44,23197.6,3251.28,38536.09
2012-11-06,6,Nov,2012,Tuesday,5682,1399,1890,1007,9978,18011.94,8869.66,10243.8,7179.91,44305.31
2012-12-06,6,Dec,2012,Thursday,2606,1682,2831,1571,8690,8261.02,10663.88,15344.02,11201.23,45470.149999999994
2012-06-13,13,Jun,2012,Wednesday,5178,1157,2916,426,9677,16414.26,7335.38,15804.72,3037.38,42591.74
2012-06-14,14,Jun,2012,Thursday,476,1383,3268,1483,6610,1508.92,8768.22,17712.56,10573.79,38563.490000000005
2012-06-15,15,Jun,2012,Friday,4159,487,4336,971,9953,13184.03,3087.58,23501.12,6923.23,46695.95999999999
2012-06-16,16,Jun,2012,Saturday,5473,3671,5769,1440,16353,17349.41,23274.14,31267.98,10267.2,82158.73
2012-06-17,17,Jun,2012,Sunday,5729,3261,2504,576,12070,18160.93,20674.74,13571.68,4106.88,56514.229999999996
2012-06-18,18,Jun,2012,Monday,1043,2448,2315,1050,6856,3306.31,15520.32,12547.3,7486.5,38860.43
2012-06-19,19,Jun,2012,Tuesday,3687,3268,1685,294,8934,11687.79,20719.12,9132.7,2096.22,43635.83
2012-06-20,20,Jun,2012,Wednesday,5483,1215,940,642,8280,17381.11,7703.1,5094.8,4577.46,34756.47
2012-06-21,21,Jun,2012,Thursday,6352,391,461,412,7616,20135.84,2478.94,2498.62,2937.56,28050.96
2012-06-22,22,Jun,2012,Friday,1743,3909,1976,1900,9528,5525.31,24783.06,10709.92,13547.0,54565.29
2012-06-23,23,Jun,2012,Saturday,1531,3575,2869,1537,9512,4853.27,22665.5,15549.98,10958.81,54027.56
2012-06-24,24,Jun,2012,Sunday,6039,3906,5037,475,15457,19143.63,24764.04,27300.54,3386.75,74594.95999999999
2012-06-25,25,Jun,2012,Monday,2478,2191,1634,902,7205,7855.26,13890.94,8856.28,6431.26,37033.740000000005
2012-06-26,26,Jun,2012,Tuesday,7207,3545,2859,1903,15514,22846.19,22475.3,15495.78,13568.39,74385.66
2012-06-27,27,Jun,2012,Wednesday,4493,2280,1707,1895,10375,14242.81,14455.2,9251.94,13511.35,51461.3
2012-06-28,28,Jun,2012,Thursday,7651,1380,5564,940,15535,24253.67,8749.2,30156.88,6702.2,69861.95
2012-06-29,29,Jun,2012,Friday,3463,3852,3259,1278,11852,10977.71,24421.68,17663.78,9112.14,62175.31
2012-06-30,30,Jun,2012,Saturday,7082,2679,771,1724,12256,22449.94,16984.86,4178.82,12292.12,55905.740000000005
2012-01-07,7,Jan,2012,Saturday,7517,2285,1804,1499,13105,23828.89,14486.9,9777.68,10687.87,58781.340000000004
2012-02-07,7,Feb,2012,Tuesday,6287,3007,5239,813,15346,19929.79,19064.38,28395.38,5796.69,73186.24
2012-03-07,7,Mar,2012,Wednesday,3501,3805,4587,1827,13720,11098.17,24123.7,24861.54,13026.51,73109.92
2012-04-07,7,Apr,2012,Saturday,7577,1567,557,958,10659,24019.09,9934.78,3018.94,6830.54,43803.350000000006
2012-05-07,7,May,2012,Monday,2969,2505,5793,761,12028,9411.73,15881.7,31398.06,5425.93,62117.420000000006
2012-06-07,7,Jun,2012,Thursday,6651,632,5763,1384,14430,21083.67,4006.88,31235.46,9867.92,66193.93
2012-07-07,7,Jul,2012,Saturday,5462,3874,2180,1867,13383,17314.54,24561.16,11815.6,13311.71,67003.01
2012-08-07,7,Aug,2012,Tuesday,2616,3316,5003,1542,12477,8292.72,21023.44,27116.26,10994.46,67426.88
2012-09-07,7,Sep,2012,Friday,2112,1657,2580,305,6654,6695.04,10505.38,13983.6,2174.65,33358.67
2012-10-07,7,Oct,2012,Sunday,3364,1854,2926,1215,9359,10663.88,11754.36,15858.92,8662.95,46940.11
